student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,productivity_score,final_grade
14453,27,Male,8.82,7.62,3.82,1.86,1.1,2.24,5,234 mg,89.0,18,94.72%,3,39.81,87.86,72.4
14454,25,Female,4.43,7.11,8.64,3.49,2.32,2.83,9,359 mg,73.0,4,58.86%,7,1.9,38.32,45.28
14455,28,Male,3.18,6.5,6.48,2.57,1.9,3.65,7,322 mg,62.0,4,65.41%,7,17.34,35.85,82.42
14456,26,Male,9.0,5.79,3.78,0.87,2.07,0.68,5,377 mg,0.0,18,91.24%,7,19.5,67.88,77.71
14457,23,Female,6.43,6.34,2.35,0.77,0.94,1.05,3,323 mg,56.0,12,67.65%,5,51.9,88.29,82.54
14458,23,Female,8.35,6.6,8.77,3.99,2.67,3.03,7,250 mg,61.0,18,80.62%,4,22.73,57.6,64.04
14459,23,Female,7.38,7.33,5.63,2.56,2.22,1.87,3,277 mg,77.0,16,97.98%,4,38.19,63.0,74.04
14460,23,Male,6.42,6.98,6.8,3.08,2.04,2.62,4,382 mg,47.0,12,83.04%,7,30.95,63.96,74.7
14461,25,Female,2.06,4.16,5.22,2.55,2.53,0.34,11,365 mg,52.0,6,59.67%,8,0.0,33.06,69.93
14462,26,Female,7.09,7.65,3.36,1.86,0.81,1.31,6,244 mg,87.0,14,88.95%,3,46.18,90.1,68.38
14463,30,Female,1.07,7.24,8.79,3.61,2.74,2.85,12,281 mg,76.0,0,58.27%,6,8.19,45.99,69.07
14464,28,Female,2.25,7.96,2.39,0.13,0.63,0.0,6,263 mg,73.0,2,63.93%,6,32.86,46.86,55.57
14465,21,F,3.42,7.55,8.93,3.83,3.07,4.57,12,,34.0,3,55.70%,8,9.23,32.66,71.83
14466,23,F,5.04,7.07,7.62,4.0,1.36,3.46,7,321 mg,97.0,6,74.63%,5,25.96,53.35,53.65
14467,21,Female,6.72,7.34,5.06,2.24,1.3,1.3,5,208 mg,44.0,15,84.95%,5,44.49,76.05,84.24
14468,17,Female,6.62,7.38,2.37,1.38,0.79,0.22,5,292 mg,59.0,13,80.39%,3,52.68,91.13,88.33
14469,30,Female,5.77,9.06,0.27,0.0,0.0,0.41,10,32 mg,112.0,12,72.44%,5,41.14,79.36,69.34
14470,22,Other,2.6,6.3,6.79,3.26,2.11,1.97,12,366 mg,42.0,4,55.66%,9,4.0,29.29,51.93
14471,22,Female,4.19,5.44,9.15,3.57,3.36,3.25,5,394 mg,21.0,8,71.37%,9,0.0,32.63,63.02
14472,24,Male,6.91,6.22,2.26,1.42,0.76,0.42,2,269 mg,17.0,17,83.25%,5,42.62,80.49,76.02
14473,26,Male,8.59,5.38,0.74,0.45,1.36,0.41,0,438 mg,45.0,19,90.64%,5,44.31,88.38,77.04
14474,30,Male,4.26,5.32,1.62,0.57,0.92,0.67,10,327 mg,33.0,9,74.12%,6,32.37,54.83,66.18
14475,24,Female,8.66,6.62,2.0,0.49,0.0,0.82,5,261 mg,39.0,16,82.49%,7,34.74,87.73,80.77
14476,24,Other,5.93,4.88,8.3,3.68,2.36,0.85,7,441 mg,18.0,7,73.47%,8,9.75,42.39,52.18
14477,17,Male,8.56,5.31,5.53,2.52,1.97,1.99,4,363 mg,63.0,18,100.00%,5,32.02,76.26,93.37
14478,20,Male,5.58,5.28,9.47,4.3,2.83,2.54,10,545 mg,23.0,7,68.78%,9,0.0,20.93,37.66
14479,18,Male,7.03,7.73,4.82,2.28,1.39,0.0,6,,62.0,13,88.51%,4,48.55,70.67,93.64
14480,18,Female,8.07,5.76,6.76,3.1,2.49,2.4,4,434 mg,23.0,18,93.13%,7,12.47,52.91,88.48
14481,22,Male,4.7,4.44,5.56,3.16,2.05,2.92,8,442 mg,52.0,7,82.29%,9,0.3,50.79,60.06
14482,19,Male,2.29,5.03,7.59,3.44,1.14,3.7,9,429 mg,47.0,5,55.53%,8,0.0,42.89,76.91
14483,26,Male,4.19,5.47,8.52,4.09,3.07,5.15,9,492 mg,40.0,7,67.14%,10,0.21,28.4,53.26
14484,28,Male,7.58,6.35,7.22,4.29,2.7,0.75,5,387 mg,56.0,12,78.70%,6,26.79,57.29,82.69
14485,25,Female,3.32,7.05,10.0,4.31,2.55,4.37,9,385 mg,55.0,6,63.11%,6,10.93,26.0,56.52
14486,23,Male,2.22,6.47,9.06,3.98,2.76,2.2,9,312 mg,33.0,2,59.21%,8,0.0,10.47,61.7
14487,18,Male,6.74,7.79,1.71,0.29,0.35,1.8,2,280 mg,68.0,16,81.89%,5,45.36,77.64,79.65
14488,22,Male,4.31,5.27,9.48,5.09,3.25,4.91,10,368 mg,30.0,4,77.22%,8,6.62,32.62,46.85
14489,28,Male,3.5,6.62,5.88,3.27,2.62,2.61,5,395 mg,39.0,3,70.32%,6,22.84,43.0,67.61
14490,26,Female,9.06,6.86,1.0,0.29,0.65,1.2,2,339 mg,23.0,19,93.88%,6,34.08,75.46,100.0
14491,28,Female,5.14,5.63,8.72,3.76,3.11,2.5,6,451 mg,0.0,10,84.99%,9,1.9,21.2,63.01
14492,24,Female,5.78,6.76,10.56,4.21,3.75,5.17,7,329 mg,64.0,10,72.89%,7,15.88,32.3,62.68
14493,27,Male,2.4,4.54,7.83,3.65,1.42,1.61,7,488 mg,29.0,2,59.13%,10,0.0,30.34,58.73
14494,21,Male,5.4,4.4,5.27,2.34,1.17,1.97,7,332 mg,30.0,12,69.13%,9,3.31,43.43,81.93
14495,21,Male,6.29,5.83,8.55,3.55,1.72,1.38,6,473 mg,18.0,12,71.05%,8,8.02,39.71,72.01
14496,25,Male,5.91,6.27,5.45,2.27,2.08,1.82,5,313 mg,56.0,12,76.40%,6,27.6,54.66,67.65
14497,24,Male,4.25,4.27,7.78,4.36,2.01,4.39,9,561 mg,36.0,6,66.83%,10,0.7,28.19,59.81
14498,18,Male,8.69,7.45,1.57,1.12,0.21,0.92,6,137 mg,69.0,16,89.80%,4,52.13,100.0,92.14
14499,23,Male,7.48,6.66,5.54,2.43,2.25,1.66,4,347 mg,82.0,14,77.37%,6,33.36,78.74,73.66
14500,17,Female,2.97,4.59,4.79,2.95,2.0,0.01,9,535 mg,0.0,4,63.79%,10,0.0,46.64,65.74
14501,23,Male,10.13,6.41,4.59,1.78,1.29,0.0,3,144 mg,88.0,20,93.55%,4,32.93,90.16,91.1
14502,23,Female,4.98,4.73,7.94,3.92,2.55,0.88,7,566 mg,33.0,8,71.25%,9,0.0,20.93,61.67
14503,25,Male,8.32,5.3,2.82,1.12,0.41,0.78,2,338 mg,67.0,17,96.67%,6,33.08,79.43,79.94
14504,17,Female,0.48,4.7,6.98,2.44,2.42,3.1,11,424 mg,24.0,3,55.54%,8,0.0,12.27,51.43
14505,26,Female,7.1,7.04,4.81,2.34,1.74,2.8,8,259 mg,60.0,15,91.94%,6,20.33,63.17,82.67
14506,30,Female,2.61,6.38,10.05,4.74,2.99,2.6,10,419 mg,60.0,4,58.33%,8,0.0,15.29,79.28
14507,18,Female,4.37,4.32,9.47,4.44,2.67,3.84,10,,55.0,5,64.69%,9,0.0,23.93,35.0
14508,24,Male,9.61,7.21,0.49,0.31,0.03,0.1,4,310 mg,61.0,17,100.00%,5,52.77,85.3,100.0
14509,21,M,7.41,5.28,5.61,2.44,0.52,2.4,7,357 mg,38.0,16,100.00%,6,28.49,60.23,71.38
14510,22,Female,8.48,5.91,7.15,2.34,1.05,2.6,3,312 mg,29.0,14,82.48%,6,5.82,57.24,71.96
14511,25,Male,3.44,3.93,5.69,3.09,1.71,0.74,11,535 mg,21.0,7,70.60%,10,0.87,22.55,52.49
14512,20,Male,2.35,5.29,3.82,1.49,1.64,0.22,8,405 mg,27.0,5,55.53%,7,24.99,47.66,70.32
14513,17,Male,4.95,5.57,4.79,2.19,1.18,2.47,12,354 mg,52.0,8,74.16%,6,21.58,59.69,64.49
14514,23,Male,7.03,6.66,5.49,2.67,0.65,2.48,5,495 mg,55.0,15,83.43%,6,27.4,55.26,63.59
14515,30,Male,7.89,7.34,3.52,1.14,1.31,1.67,11,279 mg,94.0,14,93.98%,3,46.56,68.54,68.79
14516,18,Male,4.05,7.45,10.52,4.72,4.23,2.59,7,308 mg,78.0,8,67.15%,6,18.17,36.64,79.85
14517,19,Male,9.03,7.13,6.76,2.66,2.52,1.79,5,261 mg,69.0,16,75.91%,6,17.35,75.94,81.08
14518,29,Male,9.33,6.67,0.85,0.68,1.02,1.2,5,324 mg,54.0,19,94.56%,3,55.79,100.0,87.34
14519,18,M,5.47,8.09,3.92,1.21,0.9,0.0,8,123 mg,76.0,11,73.35%,4,35.97,72.78,78.73
14520,24,Female,4.16,5.58,8.64,3.89,2.72,3.72,5,415 mg,65.0,5,59.12%,8,10.0,46.21,80.57
14521,28,Female,5.21,7.54,1.88,0.48,0.87,0.63,3,244 mg,37.0,12,72.30%,6,43.77,71.79,86.14
14522,19,Male,7.54,5.1,9.03,3.31,2.56,2.62,1,362 mg,30.0,17,93.28%,9,4.77,50.58,82.56
14523,23,Male,7.96,8.13,1.07,0.17,0.19,1.82,4,159 mg,57.0,17,80.38%,3,52.59,82.08,81.25
14524,18,Male,3.65,7.79,,4.98,2.32,4.05,9,351 mg,83.0,8,60.56%,6,14.79,34.3,76.24
14525,27,Female,2.58,4.69,7.38,3.23,1.88,3.13,8,393 mg,25.0,3,56.66%,8,0.57,17.21,66.08
14526,25,Female,4.94,6.02,2.82,0.52,0.7,0.0,13,335 mg,43.0,11,71.17%,7,33.43,58.62,88.92
14527,22,Male,3.1,6.39,4.01,2.49,1.11,0.27,13,363 mg,39.0,6,54.75%,7,17.68,44.06,65.32
14528,24,Male,3.16,5.12,3.23,1.78,1.7,1.6,10,322 mg,16.0,6,61.31%,7,12.3,39.55,81.34
14529,18,Male,5.07,7.7,6.7,2.01,1.09,2.28,9,244 mg,55.0,10,81.80%,5,23.26,35.58,79.17
14530,21,Male,7.04,5.83,1.36,1.07,0.57,0.55,8,249 mg,24.0,14,82.86%,4,49.19,84.7,60.01
14531,24,Male,7.3,8.08,5.3,2.41,1.09,2.48,7,323 mg,90.0,13,86.68%,5,35.27,79.58,86.83
14532,30,Male,8.13,7.41,3.31,2.46,0.52,1.87,4,337 mg,96.0,15,100.00%,3,39.45,83.19,83.93
14533,19,Female,3.54,6.36,9.85,4.71,1.72,1.63,7,360 mg,60.0,6,61.04%,7,9.06,37.95,69.37
14534,18,Female,7.31,5.32,3.62,1.54,1.35,0.0,8,465 mg,43.0,13,89.55%,8,31.87,71.28,85.62
14535,29,Male,3.46,5.85,7.63,3.2,3.12,2.82,11,435 mg,18.0,9,66.30%,9,9.46,32.47,79.05
14536,20,Male,5.28,6.13,3.3,0.74,0.92,2.73,9,262 mg,46.0,10,68.38%,7,34.32,58.25,72.36
14537,20,Male,3.97,6.51,4.87,2.06,1.65,2.67,9,376 mg,28.0,6,63.19%,8,19.79,41.4,86.12
14538,22,Female,6.1,4.25,3.51,1.6,1.06,0.95,6,381 mg,17.0,10,75.99%,9,16.24,43.84,63.01
14539,29,Female,3.72,5.77,4.18,1.37,1.36,1.14,15,374 mg,26.0,7,68.24%,9,12.05,43.26,52.69
14540,27,F,5.92,5.41,7.84,3.46,2.28,3.01,6,369 mg,46.0,9,68.01%,8,5.17,32.09,63.11
14541,25,Male,3.65,5.43,11.71,5.44,3.72,2.26,12,521 mg,23.0,1,52.52%,9,0.0,14.48,56.18
14542,21,Female,1.53,6.87,5.88,2.02,1.72,3.58,11,334 mg,66.0,3,56.68%,7,21.58,58.81,45.02
14543,28,Male,4.61,7.16,6.3,2.48,2.0,2.05,10,331 mg,61.0,10,79.15%,5,27.61,57.2,91.93
14544,29,Male,4.75,4.89,9.46,4.23,2.55,3.33,7,461 mg,35.0,5,64.51%,9,0.0,30.99,64.39
14545,26,Male,9.41,6.0,1.52,0.84,0.56,1.71,4,291 mg,43.0,20,94.18%,4,47.51,82.69,81.86
14546,22,Male,6.64,7.99,6.54,2.6,2.07,1.69,8,110 mg,104.0,12,81.62%,4,38.94,70.39,80.74
14547,25,Female,5.43,7.13,2.2,1.0,0.77,0.0,11,176 mg,63.0,8,79.40%,4,52.29,86.43,95.28
14548,27,Female,7.82,6.87,4.36,1.2,0.77,1.02,1,292 mg,69.0,15,86.94%,4,48.44,83.63,73.71
14549,17,Female,8.3,6.82,0.21,0.0,0.0,1.8,4,300 mg,35.0,14,97.34%,5,50.65,96.45,98.98
14550,20,Other,7.56,6.02,0.49,0.84,0.66,0.0,5,316 mg,25.0,18,78.67%,4,45.0,88.56,83.1
14551,24,Female,4.09,5.43,4.12,0.83,1.04,1.03,9,401 mg,51.0,7,70.94%,7,12.88,47.11,52.72
14552,20,Female,9.61,8.22,2.99,0.64,0.78,0.84,0,211 mg,96.0,17,100.00%,2,44.19,96.05,74.92
14553,27,F,4.65,8.07,7.67,3.91,2.42,1.91,11,347 mg,67.0,11,74.30%,5,32.04,61.66,67.1
14554,19,Male,3.14,6.82,10.25,4.36,3.08,4.5,7,318 mg,65.0,7,66.49%,8,2.32,32.11,68.45
14555,18,M,6.39,6.62,5.15,2.19,2.77,1.24,6,380 mg,,10,80.19%,9,28.6,46.89,68.9
14556,18,Male,4.06,5.62,6.65,3.75,2.66,2.39,8,423 mg,52.0,5,58.95%,9,6.03,26.24,59.53
14557,22,Male,10.2,6.35,0.16,0.0,0.0,0.44,4,236 mg,41.0,19,90.57%,4,48.71,90.61,68.55
14558,29,Female,1.36,5.06,5.3,2.84,1.85,2.07,8,573 mg,33.0,4,58.01%,9,0.0,43.98,44.39
14559,27,Male,5.99,6.82,2.4,0.41,0.0,0.56,9,267 mg,73.0,10,88.42%,5,47.47,81.68,67.38
14560,26,Male,4.67,6.71,4.01,1.12,1.67,1.73,11,323 mg,87.0,8,65.72%,5,42.93,78.36,70.11
14561,17,Female,6.55,6.06,6.17,3.25,2.11,1.99,5,370 mg,30.0,11,71.02%,7,31.84,71.84,61.11
14562,23,M,7.16,6.33,7.14,3.22,3.01,1.45,2,406 mg,50.0,14,80.16%,7,17.69,59.32,62.48
14563,18,Female,5.8,5.89,5.3,2.16,2.72,0.0,4,354 mg,66.0,10,94.14%,7,20.46,60.21,87.22
14564,23,Male,6.01,6.41,6.89,2.55,1.55,3.6,10,421 mg,36.0,8,76.86%,8,7.5,39.64,59.55
14565,19,Male,2.94,8.12,9.81,4.2,3.59,0.96,6,316 mg,73.0,3,70.55%,5,9.19,17.07,59.01
14566,26,Female,8.8,7.12,7.73,2.57,3.13,4.42,3,534 mg,40.0,16,97.69%,7,8.67,43.83,64.45
14567,18,Male,5.37,6.12,8.47,4.71,2.63,4.39,8,453 mg,43.0,10,70.84%,10,0.19,33.23,67.86
14568,22,Male,6.64,6.18,1.51,0.87,0.0,2.94,6,384 mg,53.0,17,87.43%,7,32.29,73.66,82.97
14569,20,Male,3.55,7.5,8.81,3.43,2.44,2.66,8,388 mg,51.0,7,69.57%,9,12.79,51.5,86.08
14570,29,Male,5.09,5.03,4.5,2.24,0.55,2.29,5,462 mg,25.0,9,68.56%,8,5.75,43.23,64.91
14571,27,Female,5.29,7.35,6.28,3.27,1.47,3.5,5,447 mg,32.0,10,78.49%,8,15.84,44.53,83.23
14572,19,Female,3.88,6.44,7.18,2.77,2.03,3.05,10,399 mg,59.0,8,60.34%,9,0.0,37.08,70.84
14573,25,Female,7.55,6.78,3.99,1.48,0.59,1.33,9,170 mg,83.0,12,86.36%,5,32.71,78.71,77.5
14574,19,Male,6.04,7.54,5.67,3.11,1.66,2.11,6,231 mg,70.0,12,77.83%,3,54.56,75.02,82.27
14575,26,Female,4.54,7.5,4.5,2.67,1.87,2.53,9,262 mg,66.0,8,72.20%,7,24.31,69.83,72.76
14576,17,Male,6.72,6.44,6.12,2.67,2.4,1.45,5,272 mg,59.0,13,80.43%,6,29.8,70.39,100.0
14577,20,Male,5.14,7.03,9.6,4.77,3.21,2.84,8,429 mg,51.0,10,73.18%,8,13.77,32.51,71.42
14578,23,Female,8.19,5.79,2.55,1.22,2.24,0.27,5,388 mg,24.0,17,81.35%,5,38.84,79.14,88.98
14579,24,Female,8.71,6.91,0.53,0.0,0.0,2.08,4,284 mg,55.0,17,93.05%,3,47.23,99.63,80.7
14580,20,Female,8.94,8.18,10.0,4.45,2.44,1.06,2,334 mg,58.0,16,96.27%,5,24.1,64.98,60.19
14581,27,Female,2.77,4.55,8.7,3.46,2.63,4.77,11,,27.0,6,61.19%,10,0.03,32.97,60.57
14582,28,Female,4.97,4.82,0.0,0.0,0.0,0.34,6,387 mg,,8,79.90%,8,31.8,57.22,63.34
14583,26,Female,4.34,4.71,4.7,2.08,1.06,2.4,8,,37.0,9,74.84%,8,26.23,63.32,79.33
14584,29,M,2.01,4.54,10.74,4.63,4.36,4.22,7,389 mg,41.0,4,40.79%,10,0.0,14.15,49.68
14585,24,Male,4.01,8.43,6.52,3.76,2.61,3.36,10,300 mg,84.0,7,64.37%,5,14.36,44.31,78.93
14586,23,Other,3.4,4.3,4.02,2.86,1.36,1.57,7,357 mg,50.0,10,64.70%,9,15.1,36.42,79.68
14587,23,Female,3.63,6.72,8.86,3.74,1.94,5.38,10,357 mg,88.0,7,61.89%,7,7.57,39.06,67.82
14588,17,M,4.29,5.25,3.32,2.66,1.59,0.34,8,535 mg,7.0,7,62.45%,9,16.8,41.2,54.55
14589,25,Female,2.49,6.19,3.96,2.6,1.28,0.37,12,290 mg,22.0,4,57.74%,9,14.67,42.48,67.68
14590,30,Female,5.52,6.65,4.75,2.04,1.45,0.97,6,254 mg,70.0,10,74.96%,6,31.45,66.05,68.37
14591,20,Male,5.87,5.8,3.8,2.27,1.92,1.13,4,389 mg,7.0,11,72.03%,7,21.36,43.61,84.58
14592,29,Female,3.3,5.15,9.6,4.82,2.56,4.32,8,468 mg,40.0,3,70.37%,10,0.0,29.37,35.0
14593,29,Male,4.97,5.52,11.78,4.98,3.76,3.53,8,485 mg,37.0,10,78.66%,8,0.0,19.85,72.48
14594,21,Male,7.5,4.44,3.93,1.71,0.74,1.72,7,364 mg,38.0,14,80.00%,6,28.75,81.44,78.82
14595,19,Other,9.29,7.92,1.8,1.04,0.44,0.0,4,110 mg,99.0,19,90.31%,3,60.67,100.0,85.25
14596,19,Male,3.23,6.53,8.99,3.89,1.92,2.4,8,375 mg,33.0,7,68.82%,9,0.91,32.32,83.24
14597,27,Female,6.84,6.97,1.37,0.85,0.69,1.98,5,231 mg,59.0,17,90.99%,2,62.79,94.43,91.45
14598,27,Male,6.38,6.64,3.12,1.07,0.07,0.72,5,273 mg,59.0,15,81.37%,5,51.74,73.62,78.3
14599,18,Female,4.94,5.31,3.08,1.0,1.11,1.1,8,457 mg,15.0,11,74.01%,7,21.82,32.17,74.04
14600,21,Female,2.14,7.65,6.54,2.1,2.74,4.51,10,417 mg,91.0,0,48.27%,6,9.81,46.53,39.99
14601,28,Female,4.1,5.48,10.21,4.95,3.68,2.41,7,423 mg,49.0,7,64.84%,8,0.0,31.58,61.68
14602,19,Female,2.35,5.45,9.93,4.01,2.29,3.81,12,482 mg,22.0,1,55.69%,9,0.0,14.71,55.69
14603,21,Male,4.19,4.67,,4.1,2.73,2.16,7,429 mg,34.0,5,65.02%,10,2.94,37.97,78.71
14604,26,Male,2.64,5.18,9.91,3.61,2.64,2.88,7,428 mg,20.0,5,61.24%,10,0.0,11.3,56.9
14605,29,Female,5.51,5.95,10.59,4.53,3.85,5.35,6,443 mg,65.0,10,72.00%,7,0.32,41.21,66.54
14606,29,Female,1.22,6.5,9.94,4.99,3.48,3.56,15,,96.0,0,54.81%,8,0.0,15.45,55.56
14607,20,Male,7.36,8.63,3.8,2.83,1.05,0.87,6,96 mg,94.0,15,84.70%,2,49.45,99.29,88.0
14608,22,Other,5.36,4.12,1.64,0.0,0.0,2.22,4,519 mg,0.0,10,73.25%,9,14.94,46.15,85.64
14609,21,Male,0.0,7.15,10.23,5.43,1.88,3.19,10,319 mg,41.0,0,47.54%,10,0.0,21.8,67.67
14610,30,F,2.12,6.19,6.02,3.14,0.38,2.46,14,584 mg,23.0,2,56.16%,9,0.0,38.46,57.93
14611,18,Female,8.19,7.31,1.19,0.47,0.0,1.32,4,289 mg,71.0,19,92.02%,3,48.12,87.97,83.04
14612,20,Female,5.64,5.12,3.33,0.8,1.42,0.03,6,331 mg,56.0,7,65.49%,8,22.12,59.72,79.7
14613,26,Other,5.0,5.44,5.16,3.28,2.39,2.68,5,427 mg,55.0,8,66.12%,7,8.38,47.0,66.88
14614,22,Female,4.87,5.76,3.05,0.78,0.41,2.02,10,,35.0,10,79.02%,6,28.24,62.35,78.88
14615,30,Male,1.26,4.96,8.69,4.22,2.72,3.24,11,355 mg,37.0,2,50.70%,9,0.0,21.91,46.65
14616,22,Female,8.79,7.66,3.64,1.6,0.4,2.0,4,304 mg,80.0,15,87.34%,4,44.55,88.85,69.15
14617,19,Male,2.92,7.73,5.34,3.15,1.68,1.38,11,318 mg,70.0,3,60.79%,6,34.76,44.95,73.59
14618,28,Male,5.89,5.46,9.35,4.27,2.63,1.31,9,463 mg,27.0,9,81.65%,8,0.71,24.69,56.21
14619,21,Female,5.88,8.51,4.6,3.0,0.36,1.84,9,230 mg,66.0,10,82.74%,6,48.85,79.24,67.21
14620,29,Female,8.04,5.48,0.17,0.09,0.71,0.89,6,266 mg,51.0,16,90.14%,4,41.49,93.42,85.51
14621,18,Male,3.02,5.12,6.31,3.24,1.46,1.0,8,344 mg,,3,56.30%,10,0.0,21.54,63.44
14622,30,Female,7.85,6.69,3.35,1.17,1.24,0.86,7,285 mg,45.0,12,89.58%,7,27.32,80.22,77.08
14623,28,Female,1.6,8.69,8.92,3.4,2.66,3.02,11,171 mg,81.0,1,57.59%,6,0.0,19.89,56.88
14624,20,Male,3.48,6.48,9.79,3.91,3.6,3.99,9,299 mg,90.0,9,70.26%,7,5.91,42.59,58.39
14625,28,Female,6.46,5.53,10.9,5.33,3.0,2.59,6,442 mg,44.0,14,80.26%,8,0.81,26.16,69.81
14626,30,Female,8.85,8.12,1.81,1.37,0.0,0.0,2,142 mg,66.0,15,100.00%,4,50.58,87.94,74.99
14627,18,Female,1.63,6.03,6.32,2.96,1.93,3.55,12,429 mg,35.0,3,52.71%,8,4.92,23.13,81.81
14628,26,Female,6.52,6.58,7.57,3.07,3.01,3.77,11,256 mg,99.0,8,76.46%,8,25.1,65.82,70.51
14629,22,Male,2.19,6.77,8.63,3.94,1.66,2.44,8,337 mg,83.0,3,67.42%,8,0.53,47.48,61.55
14630,30,Male,6.36,4.87,6.36,1.81,2.06,1.4,7,,4.0,10,82.73%,8,16.16,44.89,69.67
14631,27,Female,9.86,7.42,0.03,0.0,0.0,0.0,8,324 mg,48.0,19,100.00%,3,53.0,94.2,85.07
14632,29,Female,5.63,6.87,2.09,0.85,0.48,2.36,7,172 mg,73.0,9,70.99%,3,42.09,70.15,90.05
14633,25,Female,1.68,4.63,7.82,4.09,1.94,2.66,9,456 mg,30.0,3,49.30%,10,0.0,18.19,71.62
14634,29,Male,5.73,6.85,7.69,4.0,3.55,4.06,5,323 mg,87.0,11,83.63%,6,25.15,48.81,55.82
14635,24,Female,8.07,6.6,3.68,1.6,2.05,0.0,7,196 mg,69.0,16,93.08%,3,48.22,88.97,83.83
14636,26,Female,7.18,5.7,4.33,2.37,1.16,2.76,4,364 mg,50.0,17,90.24%,4,24.86,65.23,81.82
14637,24,Male,1.29,5.7,8.96,3.68,1.14,3.12,8,343 mg,54.0,7,57.24%,8,0.0,17.34,64.45
14638,20,Male,6.56,6.09,3.72,1.36,2.07,1.52,6,324 mg,28.0,11,71.43%,8,32.03,57.81,76.41
14639,21,Male,4.49,7.18,5.24,2.28,2.25,0.98,4,329 mg,74.0,10,67.89%,5,27.84,61.34,81.95
14640,22,Female,4.08,6.55,9.31,3.68,3.91,2.78,9,539 mg,40.0,4,61.35%,10,3.08,34.27,60.77
14641,25,Male,2.13,6.35,5.11,2.37,1.84,2.82,10,499 mg,22.0,2,59.22%,9,19.98,34.04,59.25
14642,30,Female,3.38,5.68,9.27,4.82,3.22,2.79,12,444 mg,48.0,6,62.28%,8,0.0,20.1,53.29
14643,28,Male,3.11,4.57,10.59,5.57,3.43,2.51,7,456 mg,9.0,7,62.42%,9,0.0,16.09,58.95
14644,21,Female,6.04,5.46,8.67,3.88,3.06,4.32,6,523 mg,55.0,10,73.46%,10,10.56,41.08,79.59
14645,17,Female,9.58,6.42,1.27,1.6,1.0,3.02,3,208 mg,,15,93.33%,2,51.86,85.04,79.19
14646,27,Female,7.05,4.36,7.73,3.03,2.47,1.48,6,441 mg,27.0,15,85.36%,9,1.24,46.56,71.78
14647,29,Female,5.07,6.27,10.4,4.74,2.92,4.41,9,363 mg,66.0,12,79.79%,7,8.97,52.98,76.08
14648,20,Female,4.19,7.4,8.24,3.36,2.58,1.53,11,319 mg,69.0,5,61.95%,6,17.3,38.83,64.48
14649,29,Male,2.08,5.51,9.14,3.91,3.08,4.88,14,480 mg,51.0,4,55.25%,8,0.0,15.9,69.81
14650,30,Female,6.13,4.26,10.16,3.73,4.07,4.12,7,446 mg,42.0,11,87.10%,9,0.0,17.97,74.86
14651,22,Female,6.86,7.8,6.96,3.7,1.93,1.58,4,332 mg,37.0,13,91.37%,6,29.47,40.37,62.41
14652,20,Male,8.64,6.81,0.9,0.28,0.18,2.16,4,286 mg,60.0,17,96.71%,4,48.86,88.17,92.45
14653,29,Male,4.83,6.93,6.14,2.61,1.97,1.4,8,347 mg,31.0,13,79.81%,7,24.18,47.59,85.51
14654,18,Male,2.47,6.43,2.77,1.22,1.04,1.59,9,397 mg,39.0,4,62.09%,8,16.9,34.06,84.39
14655,20,Male,5.11,7.85,6.39,3.56,1.99,2.4,11,153 mg,113.0,6,72.67%,4,28.2,71.63,74.6
14656,27,Male,9.36,6.27,3.46,1.38,0.96,0.48,3,263 mg,61.0,16,96.11%,5,23.86,88.41,98.98
14657,28,Female,6.0,4.64,4.63,2.54,1.32,2.09,5,,17.0,14,82.49%,8,24.91,50.72,66.91
14658,17,Female,3.09,6.93,6.79,3.32,2.02,0.99,8,297 mg,39.0,7,57.88%,7,15.51,33.42,60.07
14659,17,Female,2.82,8.85,3.95,1.96,1.38,0.63,9,129 mg,49.0,5,56.48%,6,22.92,38.82,56.73
14660,29,Female,1.06,5.75,4.46,1.65,1.14,0.76,10,441 mg,18.0,2,70.51%,9,0.59,26.19,67.28
14661,23,Female,3.74,6.56,7.46,3.03,2.87,3.88,7,335 mg,55.0,6,59.77%,7,14.98,43.2,70.74
14662,26,Male,5.02,6.03,6.22,2.25,0.89,1.11,6,462 mg,9.0,12,67.19%,8,10.42,30.84,68.23
14663,25,Female,2.24,5.07,7.11,3.07,2.9,0.48,12,469 mg,17.0,2,57.35%,10,0.15,25.77,62.86
14664,26,Male,3.78,7.96,4.74,2.13,1.81,2.25,6,357 mg,50.0,6,62.64%,5,28.49,57.51,74.57
14665,30,Female,5.93,6.85,1.33,0.31,0.9,0.5,5,235 mg,63.0,13,88.12%,3,50.66,74.37,83.66
14666,17,Female,4.97,6.51,3.74,2.03,0.0,0.31,7,288 mg,51.0,8,73.51%,7,15.1,53.44,73.7
14667,19,Male,8.8,6.03,1.34,0.97,0.23,0.0,2,319 mg,45.0,14,86.98%,6,27.52,80.95,78.12
14668,17,Female,2.91,6.07,5.55,1.61,1.46,0.93,9,305 mg,29.0,1,59.69%,8,14.27,28.16,59.01
14669,22,Female,9.21,7.54,4.2,2.23,2.03,0.37,4,174 mg,99.0,15,100.00%,4,39.82,93.02,78.96
